CLASS,CODE, URL,CRN,TYPE,SECTION,TIME,DAY,LOCATION,INSTRUCTOR
RST150,RST,https://courses.illinois.edu/schedule/2020/spring/RST/150,43104,Lecture-Discussion,A,10:00AM - 10:50AM,MWF,2001 Huff Hall,"Milazzo, L"
RST180,RST,https://courses.illinois.edu/schedule/2020/spring/RST/180,68080,Lecture-Discussion,A,05:00PM - 05:50PM,W,3005 Huff Hall,"Raycraft, M"
RST185,RST,https://courses.illinois.edu/schedule/2020/spring/RST/185,70547,Lecture-Discussion,A,05:00PM - 06:00PM,M,134 Armory,"Hardin, D"
RST185,RST,https://courses.illinois.edu/schedule/2020/spring/RST/185,70862,Lecture-Discussion,BLK,ARRANGED,n.a,n.a,"Raycraft, M"
RST199,RST,https://courses.illinois.edu/schedule/2020/spring/RST/199,54591,Lecture-Discussion,BIG,ARRANGED,n.a,n.a,"Sherman, E"
RST199,RST,https://courses.illinois.edu/schedule/2020/spring/RST/199,53051,Lecture-Discussion,ISA,07:00PM - 08:40PM,T,2001 Huff Hall,"Russell, B"
RST199,RST,https://courses.illinois.edu/schedule/2020/spring/RST/199,69094,Online,LTB,ARRANGED,n.a,n.a,"Morris, L"
RST199,RST,https://courses.illinois.edu/schedule/2020/spring/RST/199,69055,Lecture-Discussion,SBM,09:30AM - 10:50AM,TR,333 Armory,"Woolf, J"
RST200,RST,https://courses.illinois.edu/schedule/2020/spring/RST/200,43109,Lecture-Discussion,A,11:00AM - 11:50AM,MWF,432 Armory,"Hardin, D"
RST200,RST,https://courses.illinois.edu/schedule/2020/spring/RST/200,43110,Lecture-Discussion,B,09:00AM - 09:50AM,MWF,432 Armory,"Hardin, D"
RST224,RST,https://courses.illinois.edu/schedule/2020/spring/RST/224,66262,Lecture-DiscussionTravel,BB,ARRANGED0000ARRANGED,n.an.a,n.an.a,"Pahre, RPahre, R"
RST230,RST,https://courses.illinois.edu/schedule/2020/spring/RST/230,43112,Lecture-Discussion,A,12:30PM - 01:50PM,TR,62 Krannert Art Museum,"Stodolska, M"
RST240,RST,https://courses.illinois.edu/schedule/2020/spring/RST/240,69060,Lecture-Discussion,A,08:00AM - 09:20AM,TR,112 Huff Hall,"Choi, W"
RST242,RST,https://courses.illinois.edu/schedule/2020/spring/RST/242,61458,Online,ONA,ARRANGED,n.a,n.a,"Farr, J
Santos, C"
RST242,RST,https://courses.illinois.edu/schedule/2020/spring/RST/242,61459,Online,ONB,ARRANGED,n.a,n.a,"Farr, J
Santos, C"
RST255,RST,https://courses.illinois.edu/schedule/2020/spring/RST/255,43105,Lecture-Discussion,A,09:00AM - 09:50AM,MWF,432 Armory,"Hardin, D"
RST255,RST,https://courses.illinois.edu/schedule/2020/spring/RST/255,43106,Lecture-Discussion,B,11:00AM - 11:50AM,MWF,432 Armory,"Hardin, D"
RST260,RST,https://courses.illinois.edu/schedule/2020/spring/RST/260,70060,Online,A1,ARRANGED,n.a,n.a,"Lefevour, K"
RST316,RST,https://courses.illinois.edu/schedule/2020/spring/RST/316,43114,Lecture-Discussion,A,02:00PM - 02:50PM,MWF,333 Armory,"Wachter, C"
RST325,RST,https://courses.illinois.edu/schedule/2020/spring/RST/325,67038,Lecture-Discussion,A,12:30PM - 01:50PM,TR,333 Armory,"Zou, S"
RST335,RST,https://courses.illinois.edu/schedule/2020/spring/RST/335,66970,Lecture-Discussion,A,11:00AM - 12:20PM,TR,1092 Lincoln Hall,"Wachter, C"
RST340,RST,https://courses.illinois.edu/schedule/2020/spring/RST/340,43127,Lecture-Discussion,A,03:30PM - 04:50PM,TR,2001 Huff Hall,"Deterding, R"
RST346,RST,https://courses.illinois.edu/schedule/2020/spring/RST/346,61967,Lecture-Discussion,A,06:00PM - 08:20PM,M,130 Freer Hall,"Sydnor, S"
RST350,RST,https://courses.illinois.edu/schedule/2020/spring/RST/350,67042,Lecture-Discussion,A,04:00PM - 04:50PM,MWF,329 Davenport Hall,"Silverman, H"
RST354,RST,https://courses.illinois.edu/schedule/2020/spring/RST/354,43118,Lecture-Discussion,A,06:00PM - 08:30PM,W,2001 Huff Hall,"Emkes, K"
RST360,RST,https://courses.illinois.edu/schedule/2020/spring/RST/360,69062,Lecture-Discussion,A,02:00PM - 02:50PM,MWF,1090 Lincoln Hall,"Brooks, C"
RST365,RST,https://courses.illinois.edu/schedule/2020/spring/RST/365,62832,Lecture,B,03:30PM - 04:50PM,TR,1002 Huff Hall,"Graber, K"
RST370,RST,https://courses.illinois.edu/schedule/2020/spring/RST/370,43119,Lecture-Discussion,A,02:00PM - 03:20PM,TR,2001 Huff Hall,"An, J
Payne, L"
RST393,RST,https://courses.illinois.edu/schedule/2020/spring/RST/393,45064,Independent Study,A,ARRANGED,n.a,n.a,
RST393,RST,https://courses.illinois.edu/schedule/2020/spring/RST/393,70062,Lecture-Discussion,HL,09:00AM - 10:50AM,TR,1001 Huff Hall,"Liechty, T"
RST410,RST,https://courses.illinois.edu/schedule/2020/spring/RST/410,43120,Lecture-Discussion,A,11:00AM - 12:20PM,TR,1002 Huff Hall,"Woolf, J"
RST429,RST,https://courses.illinois.edu/schedule/2020/spring/RST/429,43123,Lecture-Discussion,A,01:00PM - 01:50PM,MWF,331 Armory,"Welty-Peachey, J"
RST441,RST,https://courses.illinois.edu/schedule/2020/spring/RST/441,68555,LectureLecture,AA,11:00AM - 12:20PM110011:00AM - 11:50AM,FMW,370 Armory370 Armory,"Shinew, KShinew, K"
RST460,RST,https://courses.illinois.edu/schedule/2020/spring/RST/460,69061,Lecture-Discussion,A,02:00PM - 03:20PM,TR,386 Armory,"Raycraft, M"
RST465,RST,https://courses.illinois.edu/schedule/2020/spring/RST/465,70064,Lecture-Discussion,A,02:00PM - 03:20PM,TR,331 Armory,"Deterding, R"
RST480,RST,https://courses.illinois.edu/schedule/2020/spring/RST/480,43124,Lecture-Discussion,A,12:00PM - 12:50PM,W,1002 Huff Hall,"Kaczorowski, J"
RST485,RST,https://courses.illinois.edu/schedule/2020/spring/RST/485,67045,Lecture-Discussion,A,ARRANGED,n.a,n.a,"Daniels, T"
RST501,RST,https://courses.illinois.edu/schedule/2020/spring/RST/501,68063,Online,XM1,ARRANGED,n.a,n.a,"Morris, L"
RST502,RST,https://courses.illinois.edu/schedule/2020/spring/RST/502,68065,Online,XM,ARRANGED,n.a,n.a,"Stewart, W"
RST503,RST,https://courses.illinois.edu/schedule/2020/spring/RST/503,68066,Online,XM,ARRANGED,n.a,n.a,"Wachter, C"
RST515,RST,https://courses.illinois.edu/schedule/2020/spring/RST/515,50250,Lecture-Discussion,A,05:00PM - 08:20PM,T,1002 Huff Hall,"Huang, Z"
RST516,RST,https://courses.illinois.edu/schedule/2020/spring/RST/516,57494,Lecture-Discussion,A,02:00PM - 03:20PM,MW,329 Armory,"Welty-Peachey, J"
RST516,RST,https://courses.illinois.edu/schedule/2020/spring/RST/516,68069,Online,XM,ARRANGED,n.a,n.a,
RST518,RST,https://courses.illinois.edu/schedule/2020/spring/RST/518,68070,Online,XM,ARRANGED,n.a,n.a,"Stewart, W"
RST519,RST,https://courses.illinois.edu/schedule/2020/spring/RST/519,70858,Online,XM,ARRANGED,n.a,n.a,"Costa, C"
RST570,RST,https://courses.illinois.edu/schedule/2020/spring/RST/570,61676,Lecture-Discussion,A,04:00PM - 04:50PM,MWF,329 Davenport Hall,"Silverman, H"
RST584,RST,https://courses.illinois.edu/schedule/2020/spring/RST/584,59737,Laboratory,B,ARRANGED,n.a,n.a,"Payne, L"
RST586,RST,https://courses.illinois.edu/schedule/2020/spring/RST/586,70754,Lecture-Discussion,HL,09:00AM - 10:50AM,TR,1001 Huff Hall,"Liechty, T"
RST590,RST,https://courses.illinois.edu/schedule/2020/spring/RST/590,43130,Lecture-Discussion,A,12:00PM - 12:50PM,W,241 Armory,"Payne, L"
RST593,RST,https://courses.illinois.edu/schedule/2020/spring/RST/593,45060,Independent Study,,ARRANGED,n.a,n.a,
RST593,RST,https://courses.illinois.edu/schedule/2020/spring/RST/593,68072,Online,XM,ARRANGED,n.a,n.a,"Raycraft, M"
RST594,RST,https://courses.illinois.edu/schedule/2020/spring/RST/594,65694,Lecture-Discussion,SD,05:00PM - 08:20PM,M,429 Armory,"Welty-Peachey, J"
RST599,RST,https://courses.illinois.edu/schedule/2020/spring/RST/599,45061,Independent Study,,ARRANGED,n.a,n.a,
RUSS102,RUSS,https://courses.illinois.edu/schedule/2020/spring/RUSS/102,33723,Lecture-Discussion,B,01:00PM - 01:50PM,MTWR,1024 Foreign Languages Building,"Ivashkiv, R"
RUSS102,RUSS,https://courses.illinois.edu/schedule/2020/spring/RUSS/102,40263,Lecture-DiscussionLecture-Discussion,CC,11:00AM - 11:50AM110011:00AM - 11:50AM,TRMW,1046 Foreign Languages BuildingG48 Foreign Languages Building,"Ivashkiv, RIvashkiv, R"
RUSS122,RUSS,https://courses.illinois.edu/schedule/2020/spring/RUSS/122,70665,Lecture-Discussion,A1,03:00PM - 03:50PM,MWF,386 Armory,"Tempest, R"
RUSS199,RUSS,https://courses.illinois.edu/schedule/2020/spring/RUSS/199,10344,Lecture-Discussion,,ARRANGED,n.a,n.a,
RUSS202,RUSS,https://courses.illinois.edu/schedule/2020/spring/RUSS/202,66649,Lecture-Discussion,B,10:00AM - 10:50AM,MTWR,1112 Foreign Languages Building,"Ivashkiv, R
Orengo, S"
RUSS225,RUSS,https://courses.illinois.edu/schedule/2020/spring/RUSS/225,34107,Lecture-Discussion,A,04:00PM - 05:20PM,MW,G18 Foreign Languages Building,"Sobol, V"
RUSS290,RUSS,https://courses.illinois.edu/schedule/2020/spring/RUSS/290,10348,Independent Study,,ARRANGED,n.a,n.a,
RUSS302,RUSS,https://courses.illinois.edu/schedule/2020/spring/RUSS/302,34104,Lecture-Discussion,C,01:00PM - 01:50PM,MWF,1032 Foreign Languages Building,"Davies Brenier, L
Ivashkiv, R"
RUSS402,RUSS,https://courses.illinois.edu/schedule/2020/spring/RUSS/402,34124,Lecture-Discussion,G,11:00AM - 11:50AM,MWF,1046 Foreign Languages Building,"Fedjanina, M
Ivashkiv, R"
RUSS493,RUSS,https://courses.illinois.edu/schedule/2020/spring/RUSS/493,10351,Independent Study,,ARRANGED,n.a,n.a,
RUSS502,RUSS,https://courses.illinois.edu/schedule/2020/spring/RUSS/502,45833,Lecture-Discussion,A,01:00PM - 02:20PM,MW,325 Gregory Hall,"Tempest, R"
SAME150,SAME,https://courses.illinois.edu/schedule/2020/spring/SAME/150,66060,LectureOnline,A1A1,02:00PM - 03:50PM140002:00PM - 03:50PM,MW,n.an.a,"Saadah, ESaadah, E"
SAME208,SAME,https://courses.illinois.edu/schedule/2020/spring/SAME/208,52622,Lecture,A,02:00PM - 03:20PM,MW,302 Architecture Building,"Mehta, R"
SAME212,SAME,https://courses.illinois.edu/schedule/2020/spring/SAME/212,70839,Lecture-Discussion,A1,04:00PM - 06:50PM,M,1024 Lincoln Hall,"Maggid Alon, L"
SAME214,SAME,https://courses.illinois.edu/schedule/2020/spring/SAME/214,70164,Lecture-Discussion,A1,09:30AM - 10:50AM,TR,112 Transportation Building,"Dann, M"
SAME272,SAME,https://courses.illinois.edu/schedule/2020/spring/SAME/272,70896,Lecture-Discussion,A,02:00PM - 03:20PM,TR,1110 Foreign Languages Building,"Ozcan, A"
SAME403,SAME,https://courses.illinois.edu/schedule/2020/spring/SAME/403,70415,Lecture-Discussion,G4,09:00AM - 11:50AM,F,106 David Kinley Hall,
SAME403,SAME,https://courses.illinois.edu/schedule/2020/spring/SAME/403,70414,Lecture-Discussion,U3,09:00AM - 11:50AM,F,106 David Kinley Hall,
SAME590,SAME,https://courses.illinois.edu/schedule/2020/spring/SAME/590,63105,Independent Study,,ARRANGED,n.a,n.a,
SBC504,SBC,https://courses.illinois.edu/schedule/2020/spring/SBC/504,67633,Online,A,ARRANGED,n.a,n.a,"Taghaboni-Dutta, F"
SBC505,SBC,https://courses.illinois.edu/schedule/2020/spring/SBC/505,67637,Online,A,ARRANGED,n.a,n.a,"Duff, B"
SBC506,SBC,https://courses.illinois.edu/schedule/2020/spring/SBC/506,67636,Online,A,ARRANGED,n.a,n.a,"Vargas, P"
SBC507,SBC,https://courses.illinois.edu/schedule/2020/spring/SBC/507,67638,Online,A,ARRANGED,n.a,n.a,"Nelson, M"
SCAN102,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/102,39151,Lecture-Discussion,D,11:00AM - 11:50AM,MTWR,316S Mumford Hall,"Brusi, F"
SCAN104,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/104,45904,Lecture-Discussion,C,11:00AM - 11:50AM,MTWR,307 English Building,"Malekin, B"
SCAN199,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/199,10366,Independent Study,,ARRANGED,n.a,n.a,
SCAN215,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/215,47986,Lecture-Discussion,S,10:00AM - 10:50AM,MWF,143 Henry Administration Bldg,"Malekin, B"
SCAN305,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/305,70219,Lecture-Discussion,A,12:30PM - 01:50PM,TR,1120 Foreign Languages Building,"Hoefig, V"
SCAN470,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/470,64962,Lecture-Discussion,G,03:00PM - 05:20PM,T,1048 Foreign Languages Building,"Hoefig, V"
SCAN470,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/470,64963,Lecture-Discussion,UG,03:00PM - 05:20PM,T,1048 Foreign Languages Building,"Hoefig, V"
SCAN492,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/492,58493,Lecture-Discussion,E,01:00PM - 02:20PM,MW,G30 Foreign Languages Building,"Malekin, B"
SCAN493,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/493,10368,Independent Study,,ARRANGED,n.a,n.a,
SCAN494,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/494,59823,Lecture-Discussion,G,03:00PM - 04:50PM,W,321 Gregory Hall,"Webster, C"
SCAN494,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/494,59831,Lecture-Discussion,U,03:00PM - 04:50PM,W,321 Gregory Hall,"Webster, C"
SCAN496,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/496,10369,Independent Study,,ARRANGED,n.a,n.a,
SCAN496,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/496,56877,Lecture-Discussion,B,ARRANGED,n.a,n.a,
SCAN505,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/505,70221,Lecture-Discussion,A,12:30PM - 01:50PM,TR,1120 Foreign Languages Building,"Hoefig, V"
SCAN593,SCAN,https://courses.illinois.edu/schedule/2020/spring/SCAN/593,62743,Independent Study,,ARRANGED,n.a,n.a,
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66880,LaboratoryLaboratory-Discussion,ABAABA,12:00PM - 01:50PM120012:00PM - 12:50PM,WM,406B8 Engineering Hall207 Transportation Building,"Goldstein, MGoldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66882,LaboratoryLaboratory-Discussion,ABBABB,12:00PM - 01:50PM130001:00PM - 01:50PM,WM,406B8 Engineering Hall207 Transportation Building,"Goldstein, MGoldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66883,LaboratoryLaboratory-Discussion,ABCABC,02:00PM - 03:50PM140002:00PM - 02:50PM,WM,406B1 Engineering Hall207 Transportation Building,"Goldstein, MGoldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66884,LaboratoryLaboratory-Discussion,ABDABD,02:00PM - 03:50PM150003:00PM - 03:50PM,WM,406B1 Engineering Hall207 Transportation Building,"Goldstein, MGoldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66885,LaboratoryLaboratory-Discussion,ABEABE,08:00AM - 09:50AM080008:00AM - 08:50AM,RT,406B8 Engineering Hall207 Transportation Building,"Goldstein, MGoldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66887,LaboratoryLaboratory-Discussion,ABFABF,08:00AM - 09:50AM090009:00AM - 09:50AM,RT,406B8 Engineering Hall207 Transportation Building,"Goldstein, MGoldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66879,Lecture,AL,10:00AM - 10:50AM,MW,2310 Everitt Laboratory,"Goldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66889,LaboratoryLaboratory-Discussion,BBABBA,02:00PM - 03:50PM140002:00PM - 02:50PM,RT,316 Transportation Building207 Transportation Building,"Goldstein, MGoldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66890,LaboratoryLaboratory-Discussion,BBBBBB,02:00PM - 03:50PM150003:00PM - 03:50PM,RT,316 Transportation Building207 Transportation Building,"Goldstein, MGoldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66891,LaboratoryLaboratory-Discussion,BBCBBC,04:00PM - 05:50PM160004:00PM - 04:50PM,RT,316 Transportation Building207 Transportation Building,"Goldstein, MGoldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66892,LaboratoryLaboratory-Discussion,BBDBBD,04:00PM - 05:50PM170005:00PM - 05:50PM,RT,316 Transportation Building207 Transportation Building,"Goldstein, MGoldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66897,LaboratoryLaboratory-Discussion,BBEBBE,10:00AM - 11:50AM100010:00AM - 10:50AM,FW,316 Transportation Building207 Transportation Building,"Goldstein, MGoldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66900,LaboratoryLaboratory-Discussion,BBFBBF,10:00AM - 11:50AM110011:00AM - 11:50AM,FW,316 Transportation Building207 Transportation Building,"Goldstein, MGoldstein, M"
SE101,SE,https://courses.illinois.edu/schedule/2020/spring/SE/101,66888,Lecture,BL,11:00AM - 11:50AM,TR,314 Altgeld Hall,"Goldstein, M"
SE199,SE,https://courses.illinois.edu/schedule/2020/spring/SE/199,66911,Independent Study,,ARRANGED,n.a,n.a,
SE261,SE,https://courses.illinois.edu/schedule/2020/spring/SE/261,69581,Lecture-Discussion,G,02:00PM - 02:50PM,TR,101 Transportation Building,"Wildblood, H"
SE261,SE,https://courses.illinois.edu/schedule/2020/spring/SE/261,66912,Lecture-Discussion,H,02:00PM - 02:50PM,TR,101 Transportation Building,"Wildblood, H"
SE290,SE,https://courses.illinois.edu/schedule/2020/spring/SE/290,66935,Lecture-Discussion,Q,11:00AM - 11:50AM,R,151 Loomis Laboratory,"Gustafson, J"
SE297,SE,https://courses.illinois.edu/schedule/2020/spring/SE/297,66913,Independent Study,,ARRANGED,n.a,n.a,
SE310,SE,https://courses.illinois.edu/schedule/2020/spring/SE/310,70660,Lecture-Discussion,A,11:00AM - 11:50AM,MWF,1302 Siebel Center for Comp Sci,"Krishnan, G"
SE311,SE,https://courses.illinois.edu/schedule/2020/spring/SE/311,66927,Lecture-Discussion,D,02:00PM - 02:50PM,MWF,114 Transportation Building,"Reis, H"
SE312,SE,https://courses.illinois.edu/schedule/2020/spring/SE/312,66929,LaboratoryLaboratory-Discussion,AB1AB1,10:00AM - 11:50AM0000ARRANGED,Tn.a,200 Talbot Laboratoryn.a,"Reis, HReis, H"
SE312,SE,https://courses.illinois.edu/schedule/2020/spring/SE/312,70940,LaboratoryLaboratory-Discussion,AB2AB2,06:00PM - 07:50PM0000ARRANGED,Tn.a,200 Talbot Laboratoryn.a,"Reis, HReis, H"
SE312,SE,https://courses.illinois.edu/schedule/2020/spring/SE/312,66931,LaboratoryLaboratory-Discussion,AB3AB3,10:00AM - 11:50AM0000ARRANGED,Rn.a,200 Talbot Laboratoryn.a,"Reis, HReis, H"
SE312,SE,https://courses.illinois.edu/schedule/2020/spring/SE/312,66932,LaboratoryLaboratory-Discussion,AB4AB4,04:00PM - 05:50PM0000ARRANGED,Rn.a,200 Talbot Laboratoryn.a,"Reis, HReis, H"
SE312,SE,https://courses.illinois.edu/schedule/2020/spring/SE/312,66933,LaboratoryLaboratory-Discussion,AB5AB5,06:00PM - 07:50PM0000ARRANGED,Rn.a,200 Talbot Laboratoryn.a,"Reis, HReis, H"
SE312,SE,https://courses.illinois.edu/schedule/2020/spring/SE/312,66928,Lecture,AL,08:00AM - 08:50AM,TR,114 Transportation Building,"Reis, H"
SE397,SE,https://courses.illinois.edu/schedule/2020/spring/SE/397,66936,Independent Study,,ARRANGED,n.a,n.a,
SE400,SE,https://courses.illinois.edu/schedule/2020/spring/SE/400,66937,Lecture-Discussion,B,04:00PM - 06:20PM,R,112 Transportation Building,"Barich, J"
SE400,SE,https://courses.illinois.edu/schedule/2020/spring/SE/400,68225,Lecture-Discussion,C,04:00PM - 06:20PM,R,112 Transportation Building,"Barich, J"
SE400,SE,https://courses.illinois.edu/schedule/2020/spring/SE/400,69438,Online,ONL,ARRANGED,n.a,n.a,"Barich, J"
SE411,SE,https://courses.illinois.edu/schedule/2020/spring/SE/411,66939,Lecture,G,02:00PM - 03:20PM,TR,203 Transportation Building,"Wang, P"
SE411,SE,https://courses.illinois.edu/schedule/2020/spring/SE/411,66938,Lecture,U,02:00PM - 03:20PM,TR,203 Transportation Building,"Wang, P"
SE413,SE,https://courses.illinois.edu/schedule/2020/spring/SE/413,66940,Lecture-Discussion,R,03:30PM - 04:50PM,TR,206 Transportation Building,"Allison, J"
SE422,SE,https://courses.illinois.edu/schedule/2020/spring/SE/422,66972,Laboratory,AB1,02:00PM - 04:50PM,M,3071 Electrical & Computer Eng Bldg,"Block, D"
SE422,SE,https://courses.illinois.edu/schedule/2020/spring/SE/422,66973,Laboratory,AB2,08:00AM - 10:50AM,W,3071 Electrical & Computer Eng Bldg,"Block, D"
SE422,SE,https://courses.illinois.edu/schedule/2020/spring/SE/422,66974,Laboratory,AB3,10:00AM - 12:50PM,F,3071 Electrical & Computer Eng Bldg,"Block, D"
SE422,SE,https://courses.illinois.edu/schedule/2020/spring/SE/422,66971,Lecture,AL,09:30AM - 10:50AM,TR,140 Burrill Hall,"Almeida de Souza Ramos, J"
SE423,SE,https://courses.illinois.edu/schedule/2020/spring/SE/423,66977,Laboratory,AB1,03:00PM - 05:50PM,W,302 Transportation Building,"Block, D"
SE423,SE,https://courses.illinois.edu/schedule/2020/spring/SE/423,66978,Laboratory,AB2,03:00PM - 05:50PM,R,302 Transportation Building,"Block, D"
SE423,SE,https://courses.illinois.edu/schedule/2020/spring/SE/423,66979,Laboratory,AB3,09:00AM - 11:50AM,R,302 Transportation Building,"Block, D"
SE423,SE,https://courses.illinois.edu/schedule/2020/spring/SE/423,66976,Lecture,AL1,11:00AM - 11:50AM,MW,305 Materials Science & Eng Bld,"Block, D"
SE423,SE,https://courses.illinois.edu/schedule/2020/spring/SE/423,67642,Lecture,AL2,11:00AM - 11:50AM,MW,305 Materials Science & Eng Bld,"Block, D"
SE424,SE,https://courses.illinois.edu/schedule/2020/spring/SE/424,66980,Lecture-Discussion,R,01:00PM - 01:50PM,MWF,101 Transportation Building,"Beck, C"
SE494,SE,https://courses.illinois.edu/schedule/2020/spring/SE/494,66981,Laboratory-Discussion,M1,09:00AM - 11:50AM,TR,103 Transportation Building,"Wildblood, H"
SE494,SE,https://courses.illinois.edu/schedule/2020/spring/SE/494,66982,Laboratory-Discussion,M2,09:00AM - 11:50AM,TR,103 Transportation Building,"Wildblood, H"
SE494,SE,https://courses.illinois.edu/schedule/2020/spring/SE/494,66983,Laboratory-Discussion,M3,09:00AM - 11:50AM,TR,114 Transportation Building,"Wildblood, H"
SE494,SE,https://courses.illinois.edu/schedule/2020/spring/SE/494,66984,Laboratory-Discussion,M4,09:00AM - 11:50AM,TR,114 Transportation Building,"Wildblood, H"
SE495,SE,https://courses.illinois.edu/schedule/2020/spring/SE/495,66985,Conference,M,ARRANGED,n.a,n.a,"Wildblood, H"
SE497,SE,https://courses.illinois.edu/schedule/2020/spring/SE/497,66986,Independent Study,,ARRANGED,n.a,n.a,
SE498,SE,https://courses.illinois.edu/schedule/2020/spring/SE/498,69458,Laboratory,WL1,09:00AM - 11:50AM,M,302 Transportation Building,"Norris, W"
SE498,SE,https://courses.illinois.edu/schedule/2020/spring/SE/498,69459,Laboratory,WL2,09:00AM - 11:50AM,T,302 Transportation Building,"Norris, W"
SE498,SE,https://courses.illinois.edu/schedule/2020/spring/SE/498,69460,Laboratory,WL3,12:00PM - 02:50PM,W,302 Transportation Building,"Norris, W"
SE498,SE,https://courses.illinois.edu/schedule/2020/spring/SE/498,68168,Lecture-Discussion,WN1,03:30PM - 04:50PM,TR,203 Transportation Building,"Norris, W"
SE498,SE,https://courses.illinois.edu/schedule/2020/spring/SE/498,68169,Lecture-Discussion,WN2,03:30PM - 04:50PM,TR,203 Transportation Building,"Norris, W"
SE520,SE,https://courses.illinois.edu/schedule/2020/spring/SE/520,67986,Discussion/ Recitation,R,11:00AM - 12:20PM,TR,2015 Electrical & Computer Eng Bldg,"Beck, C
Srikant, R"
SE525,SE,https://courses.illinois.edu/schedule/2020/spring/SE/525,70383,Lecture-Discussion,A,08:00AM - 10:50AM,T,203 Transportation Building,"Stipanovic, D"
SE590,SE,https://courses.illinois.edu/schedule/2020/spring/SE/590,66987,Lecture,Z,10:00AM - 10:50AM,F,103 Transportation Building,"Lynch, A
Sreenivas, R"
SE594,SE,https://courses.illinois.edu/schedule/2020/spring/SE/594,66988,Independent Study,,ARRANGED,n.a,n.a,
SE597,SE,https://courses.illinois.edu/schedule/2020/spring/SE/597,66989,Independent Study,,ARRANGED,n.a,n.a,
SE598,SE,https://courses.illinois.edu/schedule/2020/spring/SE/598,68187,Lecture,YL,02:00PM - 03:20PM,TR,204 Transportation Building,"Li, Y"
SE599,SE,https://courses.illinois.edu/schedule/2020/spring/SE/599,66990,Independent Study,,ARRANGED,n.a,n.a,
SHS111,SHS,https://courses.illinois.edu/schedule/2020/spring/SHS/111,56990,Lecture-Discussion,U12,03:00PM - 03:50PM,TR,151 Allen Residence Hall,"Berg, B"
SHS111,SHS,https://courses.illinois.edu/schedule/2020/spring/SHS/111,56991,Lecture-Discussion,WE1,01:00PM - 01:50PM,TR,6 Weston Hall,"Berg, B"
SHS112,SHS,https://courses.illinois.edu/schedule/2020/spring/SHS/112,56989,Lecture-Discussion,U11,02:00PM - 02:50PM,TR,151 Allen Residence Hall,"Berg, B"
SHS120,SHS,https://courses.illinois.edu/schedule/2020/spring/SHS/120,55588,Online,C1,ARRANGED,n.a,n.a,"Wachtel, J"
SHS120,SHS,https://courses.illinois.edu/schedule/2020/spring/SHS/120,55589,Online,C2,ARRANGED,n.a,n.a,"Wachtel, J"
SHS120,SHS,https://courses.illinois.edu/schedule/2020/spring/SHS/120,55590,Online,C3,ARRANGED,n.a,n.a,"Wachtel, J"
SHS120,SHS,https://courses.illinois.edu/schedule/2020/spring/SHS/120,55591,Online,C4,ARRANGED,n.a,n.a,"Wachtel, J"
SHS120,SHS,https://courses.illinois.edu/schedule/2020/spring/SHS/120,55592,Online,C5,ARRANGED,n.a,n.a,"Wachtel, J"
SHS120,SHS,https://courses.illinois.edu/schedule/2020/spring/SHS/120,58084,Online,C6,ARRANGED,n.a,n.a,"Wachtel, J"
SHS121,SHS,https://courses.illinois.edu/schedule/2020/spring/SHS/121,53282,Lecture-Discussion,A,08:00AM - 09:50AM,TR,110 Speech & Hearing Science Bldg,"Colon, C"
SHS121,SHS,https://courses.illinois.edu/schedule/2020/spring/SHS/121,53283,Lecture-Discussion,B,08:00AM - 09:50AM,TR,384 Armory,"Dramin Weiss, S"
