CLASS,CODE, URL,CRN,TYPE,SECTION,TIME,DAY,LOCATION,INSTRUCTOR
ECE210,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/210,32533,Lecture,AL3,02:00PM - 02:50PM,MTWF,1013 Electrical & Computer Eng Bldg,"Han, A"
ECE210,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/210,55638,Lecture,AL4,10:00AM - 10:50AM,MTWF,1013 Electrical & Computer Eng Bldg,
ECE211,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/211,32581,Lecture,B,11:00AM - 11:50AM,MTWF,1013 Electrical & Computer Eng Bldg,"Alvarez, J"
ECE211,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/211,55639,Lecture,C,10:00AM - 10:50AM,MTWF,1013 Electrical & Computer Eng Bldg,
ECE211,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/211,32620,Lecture,E,01:00PM - 01:50PM,MTWF,1013 Electrical & Computer Eng Bldg,"Basar, T"
ECE211,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/211,32660,Lecture,F,02:00PM - 02:50PM,MTWF,1013 Electrical & Computer Eng Bldg,"Han, A"
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,61635,Discussion/ Recitation,BD1,08:00AM - 08:50AM,F,2022 Electrical & Computer Eng Bldg,
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,61636,Discussion/ Recitation,BD2,09:00AM - 09:50AM,F,2022 Electrical & Computer Eng Bldg,
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,61637,Discussion/ Recitation,BD3,10:00AM - 10:50AM,F,2022 Electrical & Computer Eng Bldg,
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,61639,Discussion/ Recitation,BD4,11:00AM - 11:50AM,F,2022 Electrical & Computer Eng Bldg,
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,61638,Discussion/ Recitation,BD5,01:00PM - 01:50PM,F,2022 Electrical & Computer Eng Bldg,
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,61640,Discussion/ Recitation,BD6,02:00PM - 02:50PM,F,2022 Electrical & Computer Eng Bldg,
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,61641,Discussion/ Recitation,BD7,03:00PM - 03:50PM,F,2022 Electrical & Computer Eng Bldg,
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,61642,Discussion/ Recitation,BD8,04:00PM - 04:50PM,F,2022 Electrical & Computer Eng Bldg,
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,64369,Discussion/ Recitation,BDA,12:00PM - 12:50PM,F,2022 Electrical & Computer Eng Bldg,
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,63649,Lecture,BL2,11:00AM - 12:20PM,TR,1015 Electrical & Computer Eng Bldg,"Moon, T"
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,63650,Lecture,BL3,03:00PM - 04:20PM,TR,1013 Electrical & Computer Eng Bldg,"Bhowmik, U"
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,63841,Lecture,BL4,09:30AM - 10:50AM,TR,3015 Electrical & Computer Eng Bldg,
ECE220,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/220,61629,Lecture,BL,12:30PM - 01:50PM,TR,1306 Everitt Laboratory,"Chen, Y"
ECE297,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/297,50224,Independent Study,,ARRANGED,n.a,n.a,
ECE298,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/298,69477,Lecture,AB,03:00PM - 03:50PM,F,4070 Electrical & Computer Eng Bldg,"Banerjee, A"
ECE298,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/298,69475,Lecture,CLA,01:00PM - 01:50PM,MWF,3081 Electrical & Computer Eng Bldg,"Allen, J"
ECE307,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/307,39322,Lecture,G,09:30AM - 10:50AM,TR,2013 Electrical & Computer Eng Bldg,"Gross, G"
ECE310,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/310,56913,Lecture-Discussion,D,09:00AM - 09:50AM,MWF,1015 Electrical & Computer Eng Bldg,"Katselis, D"
ECE310,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/310,65517,Lecture-Discussion,E,12:00PM - 12:50PM,MWF,3017 Electrical & Computer Eng Bldg,"Shanbhag, N"
ECE310,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/310,56914,Lecture-Discussion,G,03:00PM - 03:50PM,MWF,1015 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE311,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/311,56915,Laboratory,A,09:00AM - 10:50AM,T,2022 Electrical & Computer Eng Bldg,"Katselis, D
Radhakrishnan, C
Shanbhag, N"
ECE311,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/311,56916,Laboratory,B,11:00AM - 12:50PM,T,2022 Electrical & Computer Eng Bldg,"Katselis, D
Radhakrishnan, C
Shanbhag, N"
ECE311,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/311,56917,Laboratory,C,01:00PM - 02:50PM,T,2022 Electrical & Computer Eng Bldg,"Katselis, D
Radhakrishnan, C
Shanbhag, N"
ECE313,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/313,62135,Discussion/ Recitation,B,02:00PM - 02:50PM,MWF,3017 Electrical & Computer Eng Bldg,"Chitambar, E"
ECE313,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/313,48244,Discussion/ Recitation,C,10:00AM - 10:50AM,MWF,3017 Electrical & Computer Eng Bldg,"Milenkovic, O"
ECE313,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/313,48245,Discussion/ Recitation,D,11:00AM - 11:50AM,MWF,3017 Electrical & Computer Eng Bldg,"Shomorony, I"
ECE313,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/313,52919,Discussion/ Recitation,F,01:00PM - 01:50PM,MWF,3017 Electrical & Computer Eng Bldg,"Zhao, Z"
ECE314,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/314,65511,Laboratory,A,09:00AM - 10:50AM,R,2022 Electrical & Computer Eng Bldg,"Hajek, B"
ECE314,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/314,65512,Laboratory,B,11:00AM - 12:50PM,R,2022 Electrical & Computer Eng Bldg,"Hajek, B"
ECE314,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/314,67645,Laboratory,C,01:00PM - 02:50PM,R,2022 Electrical & Computer Eng Bldg,"Hajek, B"
ECE316,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/316,32661,Lecture-Discussion,E1,11:00AM - 12:20PM,TR,329 Gregory Hall,"Hillmer, P"
ECE316,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/316,32662,Lecture-Discussion,E2,02:00PM - 03:20PM,TR,329 Gregory Hall,"Hillmer, P"
ECE317,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/317,57347,Lecture,B,08:00AM - 09:20AM,MW,2005 Business Instructional Fac,"He, W"
ECE329,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/329,32666,Discussion/ Recitation,E,01:00PM - 01:50PM,MWF,2017 Electrical & Computer Eng Bldg,"Ilie, R"
ECE329,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/329,32667,Discussion/ Recitation,F,02:00PM - 02:50PM,MWF,2015 Electrical & Computer Eng Bldg,"Chen, X"
ECE329,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/329,32668,Discussion/ Recitation,X,12:00PM - 12:50PM,MWF,2017 Electrical & Computer Eng Bldg,"Chen, Y"
ECE330,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/330,56899,Discussion/ Recitation,C,10:00AM - 10:50AM,MWF,3013 Electrical & Computer Eng Bldg,"Banerjee, A"
ECE330,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/330,56900,Discussion/ Recitation,F,02:00PM - 02:50PM,MWF,2017 Electrical & Computer Eng Bldg,"Zhang, R"
ECE333,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/333,52523,Lecture,B,09:30AM - 10:50AM,TR,1015 Electrical & Computer Eng Bldg,"Stillwell, A"
ECE340,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/340,56893,Discussion/ Recitation,A,10:00AM - 10:50AM,MWF,2015 Electrical & Computer Eng Bldg,"Bogdanov, S"
ECE340,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/340,56894,Discussion/ Recitation,C,11:00AM - 11:50AM,MWF,2015 Electrical & Computer Eng Bldg,"Zhu, W"
ECE340,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/340,56895,Discussion/ Recitation,X,12:00PM - 12:50PM,MWF,2015 Electrical & Computer Eng Bldg,"Ravaioli, U"
ECE342,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/342,60408,Lecture,B,10:00AM - 10:50AM,MWF,1015 Electrical & Computer Eng Bldg,
ECE342,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/342,56912,Lecture,C,09:00AM - 09:50AM,MWF,1013 Electrical & Computer Eng Bldg,"Zhou, J"
ECE343,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/343,56920,Laboratory,N,11:00AM - 01:50PM,T,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE343,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/343,56921,Laboratory,O,02:00PM - 04:50PM,T,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE343,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/343,56923,Laboratory,Q,05:00PM - 07:50PM,T,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE343,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/343,59422,Laboratory,R,11:00AM - 01:50PM,R,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE343,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/343,60160,Laboratory,S,02:00PM - 04:50PM,R,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE350,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/350,56911,Discussion/ Recitation,X,12:00PM - 12:50PM,MWF,1013 Electrical & Computer Eng Bldg,"Shao, Y"
ECE365,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/365,69291,Laboratory,BB1,04:00PM - 04:50PM,W,2022 Electrical & Computer Eng Bldg,
ECE365,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/365,69292,Laboratory,BB2,05:00PM - 05:50PM,W,2022 Electrical & Computer Eng Bldg,
ECE365,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/365,69293,Laboratory,BB3,06:00PM - 06:50PM,W,2022 Electrical & Computer Eng Bldg,
ECE365,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/365,69290,Lecture,BD,03:30PM - 04:50PM,TR,2013 Electrical & Computer Eng Bldg,"Bhat, S
Srikant, R"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,65099,Lecture,AL1,11:00AM - 12:15PM,TR,1002 Electrical & Computer Eng Bldg,"Chan, T
Mehta, R"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,65100,Discussion/ Recitation,AYA,12:30PM - 01:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,65101,Discussion/ Recitation,AYB,01:30PM - 02:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,65102,Discussion/ Recitation,AYC,02:00PM - 02:50PM,WF,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,65103,Discussion/ Recitation,AYD,02:30PM - 03:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,65104,Discussion/ Recitation,AYE,03:30PM - 04:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,65105,Discussion/ Recitation,AYF,04:30PM - 05:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,65106,Discussion/ Recitation,AYG,05:30PM - 06:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,65107,Discussion/ Recitation,AYH,06:30PM - 07:20PM,TR,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,65108,Discussion/ Recitation,AYJ,10:00AM - 10:50AM,WF,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,65109,Discussion/ Recitation,AYK,11:00AM - 11:50AM,WF,1105 Siebel Center for Comp Sci,"Chan, T
Mehta, R"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,67006,Lecture,BL1,03:30PM - 04:45PM,TR,1320 Digital Computer Laboratory,"Borisov, N
Miller, A"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,67950,Discussion/ Recitation,BYA,09:00AM - 09:50AM,WF,1105 Siebel Center for Comp Sci,"Borisov, N
Miller, A"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,67952,Discussion/ Recitation,BYB,12:00PM - 12:50PM,WF,1105 Siebel Center for Comp Sci,"Borisov, N
Miller, A"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,67954,Discussion/ Recitation,BYC,01:00PM - 01:50PM,WF,1105 Siebel Center for Comp Sci,"Borisov, N
Miller, A"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,67956,Discussion/ Recitation,BYD,03:00PM - 03:50PM,WF,1105 Siebel Center for Comp Sci,"Borisov, N
Miller, A"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,67958,Discussion/ Recitation,BYE,04:00PM - 04:50PM,WF,1105 Siebel Center for Comp Sci,"Borisov, N
Miller, A"
ECE374,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/374,67960,Discussion/ Recitation,BYF,05:00PM - 05:50PM,WF,1105 Siebel Center for Comp Sci,"Borisov, N
Miller, A"
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32768,Laboratory,ABB,11:00AM - 01:50PM,F,4072 Electrical & Computer Eng Bldg,
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32769,Laboratory,ABC,11:30AM - 02:20PM,T,4072 Electrical & Computer Eng Bldg,
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32770,Laboratory,ABD,06:00PM - 08:50PM,T,4072 Electrical & Computer Eng Bldg,
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32771,Laboratory,ABE,03:00PM - 05:50PM,T,4072 Electrical & Computer Eng Bldg,
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32773,Laboratory,ABG,12:00PM - 02:50PM,W,4072 Electrical & Computer Eng Bldg,
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32774,Laboratory,ABH,08:00AM - 10:50AM,F,4072 Electrical & Computer Eng Bldg,
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32775,Laboratory,ABI,08:00AM - 10:50AM,T,4072 Electrical & Computer Eng Bldg,
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32776,Laboratory,ABJ,02:00PM - 04:50PM,F,4072 Electrical & Computer Eng Bldg,
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32778,Laboratory,ABL,08:00AM - 10:50AM,R,4072 Electrical & Computer Eng Bldg,
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32779,Laboratory,ABM,11:30AM - 02:20PM,R,4072 Electrical & Computer Eng Bldg,
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32781,Laboratory,ABO,03:00PM - 05:50PM,R,4072 Electrical & Computer Eng Bldg,
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32782,Lecture,AL1,04:00PM - 04:50PM,MW,1002 Electrical & Computer Eng Bldg,"Cheng, Z"
ECE385,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/385,32777,Lecture,ALZ,04:00PM - 04:50PM,MW,1002 Electrical & Computer Eng Bldg,"Cheng, Z"
ECE391,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/391,45300,Discussion/ Recitation,AD1,02:00PM - 02:50PM,W,3026 Electrical & Computer Eng Bldg,
ECE391,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/391,47023,Discussion/ Recitation,AD2,11:00AM - 11:50AM,W,3026 Electrical & Computer Eng Bldg,
ECE391,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/391,47024,Discussion/ Recitation,AD3,01:00PM - 01:50PM,W,3026 Electrical & Computer Eng Bldg,
ECE391,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/391,57948,Discussion/ Recitation,AD4,03:00PM - 03:50PM,W,3026 Electrical & Computer Eng Bldg,
ECE391,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/391,60950,Discussion/ Recitation,AD5,10:00AM - 10:50AM,W,3026 Electrical & Computer Eng Bldg,
ECE391,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/391,62679,Discussion/ Recitation,AD6,12:00PM - 12:50PM,W,3026 Electrical & Computer Eng Bldg,
ECE391,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/391,64298,Discussion/ Recitation,AD7,09:00AM - 09:50AM,W,3026 Electrical & Computer Eng Bldg,
ECE391,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/391,45210,Lecture,AL,02:00PM - 03:20PM,TR,1002 Electrical & Computer Eng Bldg,"Kalbarczyk, Z"
ECE395,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/395,32766,LaboratoryLecture,AA,ARRANGED160004:00PM - 04:50PM,n.aT,2076 Electrical & Computer Eng Bldg2076 Electrical & Computer Eng Bldg,"Haken, L"
ECE396,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/396,10013,Independent Study,,ARRANGED,n.a,n.a,
ECE397,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/397,10010,Independent Study,,ARRANGED,n.a,n.a,
ECE402,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/402,65853,Laboratory,AB,ARRANGED,n.a,n.a,"Haken, L"
ECE402,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/402,62076,Discussion/ Recitation,AL,08:00AM - 09:20AM,TR,3081 Electrical & Computer Eng Bldg,"Haken, L"
ECE408,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/408,56563,Laboratory,AB,ARRANGED,n.a,n.a,
ECE408,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/408,56561,Lecture,AL,09:30AM - 10:50AM,TR,1310 Digital Computer Laboratory,"Lumetta, S"
ECE408,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/408,68233,Laboratory,CB,ARRANGED,n.a,n.a,
ECE408,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/408,68234,Lecture,CL,09:30AM - 10:50AM,TR,ARR Discovery Partners Inst. CHI,"Lumetta, S"
ECE411,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/411,32816,Lecture,AL,02:00PM - 03:20PM,TR,1015 Electrical & Computer Eng Bldg,"Huang, J"
ECE411,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/411,32815,Laboratory-Discussion,AY,ARRANGED,n.a,n.a,
ECE411,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/411,69136,Laboratory-Discussion,CB,ARRANGED,n.a,n.a,"Kumar, R"
ECE411,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/411,69135,Lecture,CL,ARRANGED,n.a,n.a,"Kumar, R"
ECE414,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/414,33724,Discussion/ Recitation,B,11:00AM - 11:50AM,MWF,2101 Everitt Laboratory,"Dobrucki, W"
ECE415,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/415,33726,Laboratory,AB1,02:00PM - 04:50PM,M,0201 Everitt Laboratory,"Pool, M"
ECE415,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/415,33727,Laboratory,AB2,12:00PM - 02:50PM,W,0201 Everitt Laboratory,"Pool, M"
ECE415,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/415,33728,Laboratory,AB3,03:00PM - 05:50PM,W,0201 Everitt Laboratory,"Pool, M"
ECE415,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/415,33730,Lecture,AL1,12:00PM - 12:50PM,M,2233 Everitt Laboratory,"Pool, M"
ECE416,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/416,49920,Lecture,A,09:00AM - 09:50AM,MWF,2015 Electrical & Computer Eng Bldg,"Cunningham, B"
ECE420,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/420,33739,Laboratory,ABA,02:00PM - 03:50PM,T,5072 Electrical & Computer Eng Bldg,
ECE420,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/420,33741,Laboratory,ABC,02:00PM - 03:50PM,W,5072 Electrical & Computer Eng Bldg,
ECE420,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/420,33742,Laboratory,ABD,02:00PM - 03:50PM,R,5072 Electrical & Computer Eng Bldg,
ECE420,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/420,33743,Laboratory,ABE,02:00PM - 03:50PM,F,5072 Electrical & Computer Eng Bldg,
ECE420,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/420,33744,Lecture,AL1,02:00PM - 02:50PM,M,4070 Electrical & Computer Eng Bldg,"Moon, T"
ECE422,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/422,48201,Lecture-Discussion,AL4,12:30PM - 01:45PM,MW,1320 Digital Computer Laboratory,"Bailey, M"
ECE422,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/422,70798,Lecture-Discussion,ALG,12:30PM - 01:45PM,MW,1320 Digital Computer Laboratory,"Bailey, M"
ECE422,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/422,63514,Discussion/ Recitation,AY1,09:00AM - 09:50AM,F,1103 Siebel Center for Comp Sci,"Bailey, M"
ECE422,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/422,63515,Discussion/ Recitation,AY2,10:00AM - 10:50AM,F,1103 Siebel Center for Comp Sci,"Bailey, M"
ECE422,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/422,63516,Discussion/ Recitation,AY3,11:00AM - 11:50AM,F,1103 Siebel Center for Comp Sci,"Bailey, M"
ECE422,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/422,63517,Discussion/ Recitation,AY4,12:00PM - 12:50PM,F,1103 Siebel Center for Comp Sci,"Bailey, M"
ECE422,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/422,63518,Discussion/ Recitation,AY5,01:00PM - 01:50PM,F,1103 Siebel Center for Comp Sci,"Bailey, M"
ECE422,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/422,63519,Discussion/ Recitation,AY6,02:00PM - 02:50PM,F,1103 Siebel Center for Comp Sci,"Bailey, M"
ECE422,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/422,70256,Discussion/ Recitation,AY7,03:00PM - 03:50PM,F,1103 Siebel Center for Comp Sci,"Bailey, M"
ECE422,ECE,https://courses.illinois.edu/schedule/2020/spring/ECE/422,68332,Discussion/ RecitationOnline,CPSCPS,02:00PM - 03:30PM123012:30PM - 01:45PM,TMW,ARR Discovery Partners Inst. CHIn.a,"Bailey, M
Levchenko, KBailey, M
Levchenko, K"
