CODE, URL,,,CODE, URL,CRN,Type,Section,Time,Day,Location,Instructor
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/430,36507,Laboratory-Discussion,C1,0000ARRANGED,n.a,3020 Music Building,"Keeble, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/430,36509,Laboratory-Discussion,C2,0000ARRANGED,n.a,3000 Music Building,"Harris, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/430,36512,Laboratory-Discussion,C5,0000ARRANGED,n.a,4018 Music Building,"Richtmeyer, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/430,36515,Laboratory-Discussion,D1,0000ARRANGED,n.a,4000 Music Building,"Romm, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/430,36500,Laboratory-Discussion,D2,0000ARRANGED,n.a,4020 Music Building,"Daval, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/430,36518,Laboratory-Discussion,D3,0000ARRANGED,n.a,4040 Music Building,"Scully, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/430,36520,Laboratory-Discussion,D4,0000ARRANGED,n.a,215 Smith Memorial Hall,"Chasanov, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/430,36522,Laboratory-Discussion,D5,0000ARRANGED,n.a,4060 Music Building,"Moore, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/430,36516,Laboratory-Discussion,H2,0000ARRANGED,n.a,2060 Music Building,"Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/434,65692,Lecture-Discussion,A,183006:30PM - 08:50PM,M,0359 Music Building,"Fairbanks, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/436,67360,Lecture-Discussion,A,100010:00AM - 10:50AM,MW,103 Smith Memorial Hall,"Gray, L"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/438,63864,Lecture-Discussion,AK,180006:00PM - 08:50PM,T,0320 Music Building,"Kruse, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/440,58924,Laboratory-Discussion,A,093009:30AM - 10:50AM,TR,0324 Music Building,"Houser, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/443,49686,Lecture-Discussion,A,130001:00PM - 02:50PM,F,2310 Krannert Center for Perf Arts,"Chasanov, E
McGovern, T"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/444,63809,Lecture-Discussion,A,080008:00AM - 09:20AM,TR,2310 Krannert Center for Perf Arts,"Sweet, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36536,Practice,A1,0000ARRANGED,n.a,3040 Music Building,"Milenkovich, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36537,Practice,A2,0000ARRANGED,n.a,2000 Music Building,"Cameron, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36539,Practice,A3,0000ARRANGED,n.a,null Music Building,"Lee, N"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36542,Practice,A4,0000ARRANGED,n.a,4004 Music Building,"Freivogel, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36543,Practice,A5,0000ARRANGED,n.a,4007 Music Building,"Kouzov, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36546,Practice,A6,0000ARRANGED,n.a,4002 Music Building,"Freivogel, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36551,Practice,A8,0000ARRANGED,n.a,4014 Music Building,"McDonough, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36552,Practice,A9,0000ARRANGED,n.a,2000 Music Building,"Cameron, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36554,Practice,A10,0000ARRANGED,n.a,2060 Music Building,"Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36642,Practice,A,0000ARRANGED,n.a,n.a,"Haken, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36555,PracticePracticePracticePractice,BBBB,150003:00PM - 05:50PM150003:00PM - 06:50PM180006:00PM - 09:50PM190007:00PM - 09:50PM,MWFTRM,2418 Krannert Center for Perf Arts2418 Krannert Center for Perf Arts2418 Krannert Center for Perf Arts2418 Krannert Center for Perf Arts,"Gunn, J
Tilley, MGunn, J
Tilley, MGunn, J
Tilley, MGunn, J
Tilley, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36559,Practice,BC,190007:00PM - 10:50PM,MTWRF,n.a,"Gunn, J
Gunn, N
Tilley, M
Wigley, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,64628,Practice,BE3,0000ARRANGED,n.a,4040 Music Building,"Scully, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36575,PracticePracticePracticePracticePractice,BNMBNMBNMBNMBNM,150003:00PM - 05:50PM150003:00PM - 05:50PM160004:00PM - 06:50PM190007:00PM - 09:50PM190007:00PM - 09:50PM,MWFMTR,n.an.an.an.an.a,"Gunn, J
Gunn, N
Tilley, M
Wigley, SGunn, J
Gunn, N
Tilley, M
Wigley, SGunn, J
Gunn, N
Tilley, M
Wigley, SGunn, J
Gunn, N
Tilley, M
Wigley, SGunn, J
Gunn, N
Tilley, M
Wigley, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36635,Practice,CCR,0000ARRANGED,n.a,3060 Music Building,"Robards, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,43936,Practice,CJG,0000ARRANGED,n.a,202 Smith Memorial Hall,"Gunn, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,56250,Practice,CMT,0000ARRANGED,n.a,4501C Krannert Center for Perf Arts,"Tilley, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,54238,Practice,CNG,0000ARRANGED,n.a,4046 Music Building,"Gunn, N"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,54275,Practice,CSW,0000ARRANGED,n.a,3052 Music Building,"Wigley, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36560,Practice,D,160004:00PM - 05:50PM,MWF,114 Smith Memorial Hall,"Carrillo, C
Taylor, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,51148,Practice,ESE,0000ARRANGED,n.a,n.a,"Haken, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36564,Practice,F1,193007:30PM - 09:30PM,T,2317 Krannert Center for Perf Arts,"Megill, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36569,Practice,F2,0000ARRANGED,n.a,n.a,
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36644,Practice,F3,173005:30PM - 06:50PM,TR,2317 Krannert Center for Perf Arts,"Coleman, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36568,Practice,F4,160004:00PM - 05:20PM,TR,2317 Krannert Center for Perf Arts,"Solya, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,51108,Practice,F5,180006:00PM - 08:20PM,MW,2317 Krannert Center for Perf Arts,"Davis, O"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,51111,Practice,F6,160004:00PM - 04:50PM,MWF,1030 Music Building,"Mason, C
Megill, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36563,PracticePractice,FF,130001:00PM - 02:50PM0000ARRANGED,TRn.a,2317 Krannert Center for Perf Artsn.a,"Megill, AMegill, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36566,Practice,G1,0000ARRANGED,n.a,205 Smith Memorial Hall,"Ehlen, T"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36570,Practice,G3,0000ARRANGED,n.a,206 Smith Memorial Hall,"Hobson, I"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36571,Practice,G4,0000ARRANGED,n.a,112 Smith Memorial Hall,"Heiles, W"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36641,Practice,G6,0000ARRANGED,n.a,209 Smith Memorial Hall,"Sennet, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36638,Practice,GTE,190007:00PM - 08:50PM,W,0354 Music Building,"Sanchez Portuguez, G"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36572,Practice,H1,0000ARRANGED,n.a,3020 Music Building,
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36576,Practice,H4,0000ARRANGED,n.a,n.a,"McGovern, T"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36578,Practice,H5,0000ARRANGED,n.a,4018 Music Building,"Richtmeyer, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,51475,Practice,HH,0000ARRANGED,n.a,n.a,"Haken, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,69572,Practice,HN2,0000ARRANGED,n.a,n.a,"Marshall, A
Scully, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36632,Practice,IEE,150003:00PM - 04:50PM,F,2310 Krannert Center for Perf Arts,"Finkelman, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36594,Practice,J1,120012:00PM - 12:50PM,MTWRF,25 Smith Memorial Hall,"McNeill, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36596,Practice,J2,140002:00PM - 02:50PM,MTWR,25 Smith Memorial Hall,"Pugh, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36598,Practice,J3,150003:00PM - 04:20PM,TR,25 Smith Memorial Hall,"Rebone, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36601,Practice,J4,190007:00PM - 08:50PM,T,n.a,"Carrasquillo, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36645,Practice,J5,160004:00PM - 04:50PM,MW,25 Smith Memorial Hall,"Flores, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36586,Practice,JC1,170005:00PM - 05:50PM,MW,25 Smith Memorial Hall,"Stephens, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36588,Practice,JC2,100010:00AM - 10:50AM,TR,11 Smith Memorial Hall,"Spencer, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36589,Practice,JC3,110011:00AM - 11:50AM,TR,11 Smith Memorial Hall,"McNeill, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36591,Practice,JC4,160004:00PM - 04:50PM,MW,11 Smith Memorial Hall,"Gray, L"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36592,Practice,JC5,150003:00PM - 03:50PM,MW,11 Smith Memorial Hall,"Bryant, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,41826,Practice,JC6,100010:00AM - 10:50AM,MW,11 Smith Memorial Hall,"Bridgewater, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,47134,Practice,JC7,173005:30PM - 07:20PM,T,11 Smith Memorial Hall,"Guzman Borrero, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,46729,Practice,JGE,160004:00PM - 05:50PM,F,11 Smith Memorial Hall,"Gray, L"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,47767,Practice,JSE,140002:00PM - 03:50PM,F,11 Smith Memorial Hall,"Poffenberger, W"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,45355,Practice,JT1,180006:00PM - 07:20PM,MW,25 Smith Memorial Hall,"Pugh, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36639,Practice,JT2,193007:30PM - 08:50PM,MW,25 Smith Memorial Hall,
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,51797,Practice,JVE,150003:00PM - 04:50PM,MW,0061 Music Building,"McNeill, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36605,Practice,K1,160004:00PM - 05:50PM,MW,2310 Krannert Center for Perf Arts,
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36607,Practice,K2,190007:00PM - 09:20PM,M,2310 Krannert Center for Perf Arts,"Schleicher, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36602,Practice,K,130001:00PM - 03:50PM,TR,2310 Krannert Center for Perf Arts,"Schleicher, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36613,Practice,L1,180006:00PM - 07:20PM,TR,6 Smith Memorial Hall,"Flores, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36610,Practice,L,160004:00PM - 05:50PM,TR,114 Smith Memorial Hall,"Moersch, W"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36619,Practice,M1,130001:00PM - 02:50PM,TR,141 Harding Band Building,"Peterson, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36629,Practice,M3,160004:00PM - 05:50PM,MW,141 Harding Band Building,"Messina, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36616,Practice,M,130001:00PM - 03:50PM,MW,141 Harding Band Building,"Peterson, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,46496,Practice,N1,190007:00PM - 08:50PM,W,141 Harding Band Building,"Houser, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,45527,Practice,N,190007:00PM - 08:50PM,M,141 Harding Band Building,"Houser, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,41539,Practice,P1,0000ARRANGED,n.a,n.a,"Moersch, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36631,Practice,P,130001:00PM - 02:50PM,M,105 Smith Memorial Hall,"Moersch, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,47133,Practice,S3,180006:00PM - 07:50PM,R,0359 Music Building,"Silvers, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,42520,Practice,S5,163004:30PM - 05:50PM,MW,0300 Music Building,"Asnawa, I"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,46689,Practice,TB1,0000ARRANGED,n.a,5D Smith Memorial Hall,"Chasanov, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,51109,Practice,TB2,0000ARRANGED,n.a,n.a,"Chasanov, E
Martinez, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,36585,Practice,TE1,0000ARRANGED,n.a,4060 Music Building,"Moore, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,61965,Practice,TP3,0000ARRANGED,n.a,null Music Building,"Dolney, J
Romm, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,52140,Practice,VC1,170005:00PM - 05:50PM,MW,11 Smith Memorial Hall,"Coleman, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/450,45478,Practice,VC2,130001:00PM - 01:50PM,MW,11 Smith Memorial Hall,"Rodriguez, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/451,36695,Lecture,A,0000ARRANGED,n.a,211 Smith Memorial Hall,"Moersch, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/452,36697,Lecture-Discussion,A,0000ARRANGED,n.a,211 Smith Memorial Hall,"Moersch, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/453,46455,Lecture-Discussion,A,0000ARRANGED,n.a,null Smith Memorial Hall,"Robinson, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/455,36698,Laboratory-Discussion,A,130001:00PM - 01:50PM,TR,106 Smith Memorial Hall,"Tsitsaros, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/456,36703,Laboratory-Discussion,B,130001:00PM - 02:40PM,T,103 Smith Memorial Hall,"Hickey, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/459,60884,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/463,57358,Conference,A,150003:00PM - 03:50PM,MW,25 Smith Memorial Hall,"Spencer, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/465,57359,Conference,A,090009:00AM - 09:50AM,TR,25 Smith Memorial Hall,"Spencer, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,47601,ConferenceConference,DB1DB1,140002:00PM - 02:50PM0000ARRANGED,Fn.a,25 Smith Memorial Hallnull Smith Memorial Hall,"Gray, LGray, L"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,47602,ConferenceConference,GUIGUI,150003:00PM - 03:50PM0000ARRANGED,Fn.a,25 Smith Memorial Hall101 Smith Memorial Hall,"Gray, LGray, L"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,51529,Conference,JTM,0000ARRANGED,n.a,5D Smith Memorial Hall,"Pugh, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,47600,Conference,LG,0000ARRANGED,n.a,n.a,"Gray, L"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,47610,Conference,NM,0000ARRANGED,n.a,null Smith Memorial Hall,"Bridgewater, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,47603,Conference,PER,0000ARRANGED,n.a,2 Smith Memorial Hall,"Spencer, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,47598,Conference,PN2,0000ARRANGED,n.a,11 Smith Memorial Hall,"Hickey, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,47599,Conference,PNO,0000ARRANGED,n.a,108 Smith Memorial Hall,"Stephens, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,47604,Conference,SAX,0000ARRANGED,n.a,5E Smith Memorial Hall,"McNeill, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,47605,Conference,SX1,0000ARRANGED,n.a,5B Smith Memorial Hall,"Bridgewater, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,47608,Conference,TPT,0000ARRANGED,n.a,5C Smith Memorial Hall,"Bryant, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,47607,Conference,TRB,0000ARRANGED,n.a,5D Smith Memorial Hall,"Pugh, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/466,47609,Conference,VOI,0000ARRANGED,n.a,203 Smith Memorial Hall,"McNeill, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/467,68185,Conference,A,0000ARRANGED,n.a,n.a,"Gunn, J
Wigley, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/468,48905,Lecture-Discussion,A,150003:00PM - 04:50PM,MW,2317 Krannert Center for Perf Arts,"Gunn, J
Gunn, N
Tilley, M
Wigley, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/468,62795,Lecture-Discussion,B,150003:00PM - 04:50PM,TR,2418 Krannert Center for Perf Arts,"Gunn, J
Gunn, N
Harris, D
Tilley, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/472,70874,Laboratory-Discussion,B,0000ARRANGED,n.a,null Krannert Center for Perf Arts,"Gunn, J
Tilley, M
Wigley, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/475,36704,Laboratory-Discussion,A,140002:00PM - 02:50PM,MW,4501C Krannert Center for Perf Arts,"Tilley, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/477,69657,ConferenceConference,CCRCCR,143002:30PM - 04:00PM0000ARRANGED,Fn.a,4501C Krannert Center for Perf Arts3060 Music Building,"Robards, CRobards, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/477,36709,ConferenceConference,MPTMPT,143002:30PM - 04:00PM0000ARRANGED,Fn.a,4501C Krannert Center for Perf Arts4501C Krannert Center for Perf Arts,"Tilley, MTilley, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/478,67584,Conference,A,0000ARRANGED,n.a,null Music Building,"Sanchez Portuguez, G
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/478,67586,Conference,B,0000ARRANGED,n.a,null Music Building,"Sanchez Portuguez, G
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/478,36710,Conference,NM1,0000ARRANGED,n.a,null Music Building,"Sanchez Portuguez, G
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/478,46702,Conference,NM,0000ARRANGED,n.a,null Music Building,"Sanchez Portuguez, G
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/479,36712,Conference,A,0000ARRANGED,n.a,n.a,"Moersch, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/480,36713,ConferenceConference,AA,140002:00PM - 03:20PM0000ARRANGED,Fn.a,114 Smith Memorial Hall205 Smith Memorial Hall,"Ehlen, TEhlen, T"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/480,36724,ConferenceConference,DD,170005:00PM - 06:20PM0000ARRANGED,Fn.a,209 Smith Memorial Hall209 Smith Memorial Hall,"Sennet, RSennet, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/480,36719,ConferenceConference,EE,190007:00PM - 08:50PM0000ARRANGED,Tn.a,114 Smith Memorial Hall112 Smith Memorial Hall,"Heiles, WHeiles, W"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/480,36723,Conference,NM1,0000ARRANGED,n.a,null Smith Memorial Hall,"Sennet, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/480,44683,Conference,NM,0000ARRANGED,n.a,null Smith Memorial Hall,"Sennet, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,36726,ConferenceConferenceConference,AAA,110011:00AM - 12:50PM173005:30PM - 06:20PM0000ARRANGED,TWn.a,220 Smith Memorial Hall1030 Music Buildingn.a,"Coleman, B
Stone, SColeman, B
Stone, SColeman, B
Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,36727,ConferenceConferenceConference,BBB,110011:00AM - 12:50PM153003:30PM - 04:20PM0000ARRANGED,TRn.a,220 Smith Memorial Hall220 Smith Memorial Hall207 Smith Memorial Hall,"Siena, J
Stone, SSiena, J
Stone, SSiena, J
Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,36728,Conference,C,0000ARRANGED,n.a,4046 Music Building,"Gunn, N"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,36730,ConferenceConferenceConference,DDD,110011:00AM - 12:50PM170005:00PM - 06:20PM0000ARRANGED,TMn.a,220 Smith Memorial Hall1030 Music Building200B Smith Memorial Hall,"Harris, D
Stone, SHarris, D
Stone, SHarris, D
Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,36731,ConferenceConferenceConference,EEE,110011:00AM - 12:50PM150003:00PM - 04:20PM0000ARRANGED,TWn.a,220 Smith Memorial Hall220 Smith Memorial Hall210 Smith Memorial Hall,"Davis, O
Stone, SDavis, O
Stone, SDavis, O
Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,36732,ConferenceConferenceConference,FFF,110011:00AM - 12:50PM170005:00PM - 06:20PM0000ARRANGED,TWn.a,220 Smith Memorial Hall220 Smith Memorial Hall200A Smith Memorial Hall,"Stone, SStone, SStone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,36734,ConferenceConferenceConference,GGG,110011:00AM - 12:50PM140002:00PM - 03:20PM0000ARRANGED,TFn.a,220 Smith Memorial Hall220 Smith Memorial Hall200 Smith Memorial Hall,"Stone, SStone, SStone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,41168,ConferenceConferenceConference,HHH,110011:00AM - 12:50PM170005:00PM - 06:50PM0000ARRANGED,TMn.a,220 Smith Memorial Hall220 Smith Memorial Hall200B Smith Memorial Hall,"Redman, Y
Stone, SRedman, Y
Stone, SRedman, Y
Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,55766,Conference,J,0000ARRANGED,n.a,null Smith Memorial Hall,"Stenzel, K
Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,42518,Conference,K,0000ARRANGED,n.a,null Smith Memorial Hall,"Bostwick, T
Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,62154,Conference,L,0000ARRANGED,n.a,n.a,"Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,62970,Conference,M,0000ARRANGED,n.a,n.a,"Wigley, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,54268,Conference,NM1,0000ARRANGED,n.a,null Smith Memorial Hall,"Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,44684,Conference,NM,0000ARRANGED,n.a,null Smith Memorial Hall,"Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,58811,Conference,NMJ,0000ARRANGED,n.a,null Smith Memorial Hall,"Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,58287,Conference,NMK,0000ARRANGED,n.a,null Smith Memorial Hall,"Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/481,62155,Conference,NML,0000ARRANGED,n.a,null Smith Memorial Hall,"Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/482,39711,Conference,A,0000ARRANGED,n.a,216 Smith Memorial Hall,"Robinson, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/482,62025,Conference,NM1,0000ARRANGED,n.a,216 Smith Memorial Hall,"Robinson, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/482,60360,Conference,NM,0000ARRANGED,n.a,216 Smith Memorial Hall,"Robinson, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/483,36735,Conference,A,0000ARRANGED,n.a,3040 Music Building,"Milenkovich, S
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/483,36736,ConferenceConference,BB,180006:00PM - 07:50PM0000ARRANGED,Mn.a,0320 Music Building3032 Music Building,"Haken, R
Yeung, AHaken, R
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/483,36738,ConferenceConference,CC,190007:00PM - 08:30PM0000ARRANGED,Mn.a,0354 Music Building3032 Music Building,"Lee, N
Yeung, ALee, N
Yeung, A"
