CODE, URL,,,CODE, URL,CRN,Type,Section,Time,Day,Location,Instructor
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/427,33031,Lecture,G,110011:00AM - 12:20PM,TR,132 Bevier Hall,"Chen, H"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/429,70280,Lecture,A,170005:00PM - 06:20PM,TR,328 Bevier Hall,"Arthur, A"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/440,31608,Laboratory,AB1,120012:00PM - 01:50PM,W,M205 Turner Hall,"Lipka, A"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/440,31612,Laboratory,AB2,140002:00PM - 03:50PM,W,M205 Turner Hall,"Lipka, A"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/440,60975,Laboratory,AB3,180006:00PM - 07:50PM,W,M205 Turner Hall,"Lipka, A"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/440,31616,Lecture,AL1,153003:30PM - 04:50PM,TR,1090 Lincoln Hall,"Lipka, A"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/442,33033,Lecture-Discussion,N,093009:30AM - 10:50AM,TR,286 Bevier Hall,"Craft, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/443,33034,LaboratoryLaboratory,AB1AB1,160004:00PM - 08:50PM0000ARRANGED,FR,286 Bevier Hall286 Bevier Hall,"Brotherton, JBrotherton, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/443,33035,Lecture,AL1,153003:30PM - 05:20PM,M,286 Bevier Hall,"Brotherton, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/459,70879,LaboratoryLecture,AA,160004:00PM - 05:50PM150003:00PM - 03:50PM,MM,199 Bevier Hall328 Bevier Hall,"Madson, JMadson, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/459,70880,LaboratoryLecture,BB,160004:00PM - 05:50PM150003:00PM - 03:50PM,WW,199 Bevier Hall328 Bevier Hall,"Madson, JMadson, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/460,33036,Lecture,B,120012:00PM - 01:20PM,MW,272 Agricultural Engr Sciences Bld,"Wang, Y"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/461,57567,Online,ONL,180006:00PM - 10:00PM,T,n.a,
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/462,64174,Laboratory,AB1,133001:30PM - 04:20PM,M,272 Agricultural Engr Sciences Bld,"Feng, H
Lee, Y
Takhar, P"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/462,40687,Laboratory,AB2,133001:30PM - 04:20PM,W,272 Agricultural Engr Sciences Bld,"Feng, H
Lee, Y
Takhar, P"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/462,55654,Laboratory,AB3,133001:30PM - 04:20PM,M,272 Agricultural Engr Sciences Bld,"Feng, H
Lee, Y
Takhar, P"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/462,55655,Laboratory,AB4,133001:30PM - 04:20PM,W,272 Agricultural Engr Sciences Bld,"Feng, H
Lee, Y
Takhar, P"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/464,64083,Online,GR,180006:00PM - 08:00PM,W,n.a,"Bohn, D"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/464,70817,Online,UG,180006:00PM - 08:00PM,W,n.a,"Bohn, D"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/471,33039,Lecture,L,093009:30AM - 10:50AM,TR,180 Bevier Hall,"Miller, M"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/472,70272,LaboratoryLecture-Discussion,AA,100010:00AM - 11:50AM100010:00AM - 10:50AM,MWF,17 Agricultural Bioprocess Lab272 Agricultural Engr Sciences Bld,"Stasiewicz, MStasiewicz, M"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/499,10184,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/499,33043,Laboratory-DiscussionLecture-Discussion,HHPHHP,0000ARRANGED130001:00PM - 02:30PM,n.aM,n.a7 Christopher Hall,"Teran-Garcia, MTeran-Garcia, M"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/510,69155,Lecture-Discussion,C,090009:00AM - 10:20AM,TR,W223 Turner Hall,"Amengual Terrasa, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/511,35395,Discussion/ Recitation,AD1,140002:00PM - 02:50PM,F,107 Animal Sciences Laboratory,"Dilger, R
Loor, J
Nakamura, M"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/511,35398,Lecture,AL1,140002:00PM - 02:50PM,MTWR,107 Animal Sciences Laboratory,"Dilger, R
Loor, J
Nakamura, M"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/522,70752,Lecture,A,090009:00AM - 09:50AM,MW,108 Bevier Hall,"Nakamura, M"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/591,46848,Lecture-Discussion,A,0000ARRANGED,n.a,n.a,"Madson, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/592,58267,Internship,,0000ARRANGED,n.a,n.a,
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/593,54999,Discussion/ Recitation,B,100010:00AM - 11:50AM,W,242 Bevier Hall,"Schmidt, S"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/595,65502,Lecture,BIB,093009:30AM - 10:50AM,TR,328 Bevier Hall,"Pepino de Gruev, M"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/595,57826,Laboratory,FPM,133001:30PM - 04:20PM,W,272 Agricultural Engr Sciences Bld,"Feng, H
Lee, Y
Takhar, P"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/595,44265,Online,FPP,170005:00PM - 06:00PM,W,n.a,"Bohn, D"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/595,33048,Online,GEN,0000ARRANGED,n.a,n.a,"Kadayifci, F
Pan, Y"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/595,66798,Lecture,GN,093009:30AM - 10:50AM,TR,316S Mumford Hall,"Andrade, J"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/595,33049,LaboratoryLecture,NP2NP2,103010:30AM - 11:20AM110011:00AM - 12:20PM,FTR,n.a328 Bevier Hall,"Amengual Terrasa, J
Snook, RAmengual Terrasa, J
Snook, R"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/595,47163,Lecture,PT,110011:00AM - 12:40PM,T,"22 ACES Lib, Info & Alum Ctr","Takhar, P"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/597,33051,Lecture,U,110011:00AM - 11:50AM,F,180 Bevier Hall,"Lee, S"
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/598,10188,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,FSHN,https://courses.illinois.edu/schedule/2020/spring/FSHN/599,10193,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,GC,https://courses.illinois.edu/schedule/2020/spring/GC/295,66393,Lecture-DiscussionResearch,AA,150003:00PM - 03:50PM0000ARRANGED,Wn.a,1214 Siebel Center for Comp Scin.a,"Wong, DWong, D"
,,,,GC,https://courses.illinois.edu/schedule/2020/spring/GC/295,67652,Lecture-DiscussionResearch,BB,140002:00PM - 02:50PM0000ARRANGED,Wn.a,1111 Siebel Center for Comp Scin.a,"Wong, DWong, D"
,,,,GC,https://courses.illinois.edu/schedule/2020/spring/GC/295,70818,Lecture-DiscussionResearch,CC,130001:00PM - 01:50PM0000ARRANGED,Wn.a,1111 Siebel Center for Comp Scin.a,"Wong, DWong, D"
,,,,GC,https://courses.illinois.edu/schedule/2020/spring/GC/498,58777,Conference,A,0000ARRANGED,n.a,n.a,"Hart, J"
,,,,GC,https://courses.illinois.edu/schedule/2020/spring/GC/500,66394,Independent Study,A,0000ARRANGED,n.a,n.a,"Wong, D"
,,,,GC,https://courses.illinois.edu/schedule/2020/spring/GC/599,33056,Conference,A,0000ARRANGED,n.a,n.a,"Hart, J"
,,,,GCL,https://courses.illinois.edu/schedule/2020/spring/GCL/144,65053,Lecture-Discussion,A,100010:00AM - 10:50AM,MWF,11 Psychology Building,"Stern, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/100,53956,Discussion/ Recitation,ADB,100010:00AM - 10:50AM,R,G27 Foreign Languages Building,"Adams, A
Gray, K"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/100,53958,Discussion/ Recitation,ADC,110011:00AM - 11:50AM,R,G27 Foreign Languages Building,"Adams, A
Gray, K"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/100,53960,Discussion/ Recitation,ADE,130001:00PM - 01:50PM,R,G27 Foreign Languages Building,"Gray, K
Miller, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/100,53961,Discussion/ Recitation,ADF,140002:00PM - 02:50PM,R,G27 Foreign Languages Building,"Gray, K
Miller, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/100,53966,Discussion/ Recitation,ADK,100010:00AM - 10:50AM,F,G27 Foreign Languages Building,"Gray, K
Miller, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/100,53967,Discussion/ Recitation,ADL,110011:00AM - 11:50AM,F,G27 Foreign Languages Building,"Gray, K
Miller, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/100,53969,Discussion/ Recitation,ADM,120012:00PM - 12:50PM,F,G27 Foreign Languages Building,"Adams, A
Gray, K"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/100,53970,Discussion/ Recitation,ADN,130001:00PM - 01:50PM,F,G27 Foreign Languages Building,"Adams, A
Gray, K"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/100,53973,Lecture,AL2,100010:00AM - 10:50AM,MW,2079 Natural History Building,"Gray, K"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/101,33253,Online,ONL,0000ARRANGED,n.a,n.a,"Adovor Tsikudo, A"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/103,33267,Laboratory-Discussion,AB1,140002:00PM - 03:50PM,R,137C Davenport Hall,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/103,33292,Laboratory-Discussion,AB2,100010:00AM - 11:50AM,F,137C Davenport Hall,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/103,33295,Laboratory-Discussion,AB3,120012:00PM - 01:50PM,F,137C Davenport Hall,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/103,33301,Lecture,AL1,080008:00AM - 09:20AM,TR,2020 Natural History Building,"Cienciala, P"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/105,56633,Laboratory,AB1,150003:00PM - 03:50PM,W,338 Davenport Hall,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/105,56634,Laboratory,AB2,150003:00PM - 03:50PM,R,338 Davenport Hall,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/105,58744,Laboratory,AB3,160004:00PM - 04:50PM,R,338 Davenport Hall,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/105,53451,Lecture,AE1,120012:00PM - 12:50PM,MW,1090 Lincoln Hall,"Jefferson, B"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/106,58742,Lecture,A,093009:30AM - 10:50AM,TR,1024 Chemistry Annex,"Adovor Tsikudo, A"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/199,10231,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/204,46967,Lecture,LEC,123012:30PM - 01:50PM,TR,331 Armory,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/210,33345,Online,ONL,0000ARRANGED,n.a,n.a,"Adovor Tsikudo, A"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/222,51509,Lecture-Discussion,A,140002:00PM - 02:50PM,MWF,2020A Natural History Building,"Best, J"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/254,68574,Lecture-Discussion,A,130001:00PM - 03:50PM,W,137D Davenport Hall,"Wilson, D"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/280,34349,LectureOnline,AA,110011:00AM - 11:50AM0000ARRANGED,MWn.a,331 Armoryn.a,"Buckley, CBuckley, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/280,47258,Laboratory,AB1,130001:00PM - 01:50PM,W,n.a,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/280,38724,Laboratory,AB2,130001:00PM - 01:50PM,F,n.a,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/287,52477,Discussion/ Recitation,AD1,130001:00PM - 01:50PM,F,316S Mumford Hall,"Van Riper, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/287,52483,Discussion/ Recitation,AD2,130001:00PM - 01:50PM,F,382 Education Building,"Van Riper, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/287,52491,Discussion/ Recitation,AD3,110011:00AM - 11:50AM,F,316S Mumford Hall,"Van Riper, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/287,52499,Discussion/ Recitation,AD4,120012:00PM - 12:50PM,F,316S Mumford Hall,"Van Riper, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/287,52505,Discussion/ Recitation,AD5,110011:00AM - 11:50AM,F,382 Education Building,"Van Riper, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/287,55547,Discussion/ Recitation,AD6,130001:00PM - 01:50PM,F,241 Armory,"Van Riper, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/287,68928,Discussion/ Recitation,AD7,120012:00PM - 12:50PM,F,382 Education Building,"Van Riper, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/287,68932,Discussion/ Recitation,AD8,120012:00PM - 12:50PM,F,241 Armory,"Van Riper, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/287,68936,Discussion/ Recitation,AD9,110011:00AM - 11:50AM,F,241 Armory,"Van Riper, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/287,52468,Lecture,AL1,130001:00PM - 01:50PM,MW,103 Mumford Hall,"Van Riper, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/370,57809,Online,A,0000ARRANGED,n.a,n.a,"Cole, T"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/370,58562,Lecture,AL1,110011:00AM - 12:20PM,TR,137C Davenport Hall,"Sivapalan, M"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/371,41113,Laboratory-Discussion,A,090009:00AM - 10:50AM,MW,1020 Natural History Building,"McLafferty, S"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/379,51292,Laboratory,AB1,090009:00AM - 10:50AM,R,338 Davenport Hall,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/379,51293,Laboratory,AB2,100010:00AM - 11:50AM,F,338 Davenport Hall,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/379,44647,Lecture,AE1,110011:00AM - 11:50AM,MW,259 English Building,"Kashem, M"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/379,62097,Online,ONL,0000ARRANGED,n.a,n.a,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/380,61523,Laboratory-Discussion,A,130001:00PM - 02:20PM,MW,338 Davenport Hall,"Kashem, M"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/390,10234,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/391,10236,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/392,64794,Independent Study,INT,0000ARRANGED,n.a,n.a,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/438,57164,Lecture-Discussion,G4,123012:30PM - 01:50PM,MW,137C Davenport Hall,"Coleman, A"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/438,57165,Lecture-Discussion,U3,123012:30PM - 01:50PM,MW,137C Davenport Hall,"Coleman, A"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/446,49795,Lecture,BD,140002:00PM - 03:20PM,TR,325 Temple Hoyne Buell Hall,"Syal, S"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/459,65729,Lecture-Discussion,EH,130001:00PM - 02:50PM,TR,2310 Newmark Civil Engineering Bldg,"Cienciala, P
Tinoco Lopez, R"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/465,48992,Lecture-Discussion,G1,090009:00AM - 09:50AM,MWF,2020A Natural History Building,"Cidell, J"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/465,48993,Lecture-Discussion,U1,090009:00AM - 09:50AM,MWF,2020A Natural History Building,"Cidell, J"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/476,40340,Lecture-Discussion,A,123012:30PM - 01:50PM,TR,338 Davenport Hall,"Lara, M"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/478,33364,Laboratory-Discussion,A,110011:00AM - 12:20PM,TR,1020 Natural History Building,"Diao, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/479,33366,Lecture,AL1,153003:30PM - 04:50PM,TR,1020 Natural History Building,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/489,41112,Laboratory-Discussion,A,140002:00PM - 03:20PM,TR,1020 Natural History Building,"Diao, C"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/491,33367,Lecture-Discussion,A,140002:00PM - 03:50PM,W,2049 Natural History Building,"Rhoads, B"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/595,10239,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/595,56631,Lecture-Discussion,MOB,103010:30AM - 11:50AM,MW,2084 Natural History Building,"Cidell, J"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/595,33371,Conference,Z,150003:00PM - 03:50PM,F,2049 Natural History Building,"Jefferson, B"
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/598,69837,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,GEOG,https://courses.illinois.edu/schedule/2020/spring/GEOG/599,10240,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/100,33391,Discussion/ Recitation,ADA,110011:00AM - 11:50AM,M,219 Davenport Hall,"Long, A
Tomkin, J"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/100,33394,Discussion/ Recitation,ADB,130001:00PM - 01:50PM,M,219 Davenport Hall,"Long, A
Tomkin, J"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/100,33397,Discussion/ Recitation,ADD,110011:00AM - 11:50AM,T,219 Davenport Hall,"Long, A
Tomkin, J"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/100,33399,Discussion/ Recitation,ADE,120012:00PM - 12:50PM,T,219 Davenport Hall,"Long, A
Tomkin, J"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/100,33401,Discussion/ Recitation,ADF,130001:00PM - 01:50PM,T,219 Davenport Hall,"Long, A
Tomkin, J"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/100,33403,Discussion/ Recitation,ADG,140002:00PM - 02:50PM,T,219 Davenport Hall,"Long, A
Tomkin, J"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/100,33389,Lecture,AL2,120012:00PM - 12:50PM,MW,103 Mumford Hall,"Tomkin, J"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/104,63282,Online,A,0000ARRANGED,n.a,n.a,"Pettijohn, J"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/107,56950,Lecture,AL1,110011:00AM - 11:50AM,MWF,120 Architecture Building,"Anders, A"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/107,56952,Laboratory-Discussion,AY1,130001:00PM - 02:50PM,W,219 Davenport Hall,"Anders, A
Long, A"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/107,56953,Laboratory-Discussion,AY2,100010:00AM - 11:50AM,R,219 Davenport Hall,"Anders, A
Long, A"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/107,56954,Laboratory-Discussion,AY3,120012:00PM - 01:50PM,R,219 Davenport Hall,"Anders, A
Long, A"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/107,56956,Laboratory-Discussion,AY5,140002:00PM - 03:50PM,R,219 Davenport Hall,"Anders, A
Long, A"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/107,56957,Laboratory-Discussion,AY6,090009:00AM - 10:50AM,F,219 Davenport Hall,"Anders, A
Long, A"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/107,56958,Laboratory-Discussion,AY7,130001:00PM - 02:50PM,F,219 Davenport Hall,"Anders, A
Long, A"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/111,61954,Online,A,0000ARRANGED,n.a,n.a,"Cole, T"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/118,46622,Lecture,A,110011:00AM - 11:50AM,MWF,2079 Natural History Building,"Christie, M
Lai, J"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/199,10244,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/208,49201,Laboratory,AB1,100010:00AM - 11:50AM,R,220 Davenport Hall,"Stewart, M
Thurston, O"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/208,49202,Laboratory,AB2,130001:00PM - 02:50PM,R,220 Davenport Hall,"Stewart, M
Thurston, O"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/208,49203,Lecture,AL1,120012:00PM - 12:50PM,MWF,122 Davenport Hall,"Stewart, M"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/333,33535,Laboratory,AB1,130001:00PM - 02:50PM,T,1022 Natural History Building,"Altaner, S
Yang, Y"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/333,33536,Lecture,AL1,100010:00AM - 10:50AM,MWF,121 Davenport Hall,"Altaner, S"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/370,57681,Online,A,0000ARRANGED,n.a,n.a,"Cole, T"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/370,58560,Lecture,AL1,110011:00AM - 12:20PM,TR,137C Davenport Hall,"Sivapalan, M"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/380,33537,Laboratory,AB1,150003:00PM - 05:20PM,M,220 Davenport Hall,"Altaner, S
Delucia, M"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/380,33538,Lecture,AL1,140002:00PM - 02:50PM,MWF,121 Davenport Hall,"Altaner, S"
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/390,10245,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/391,10248,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,GEOL,https://courses.illinois.edu/schedule/2020/spring/GEOL/411,70263,Laboratory,AB1,090009:00AM - 11:50AM,W,220 Davenport Hall,"Guenthner, W"
